,C,K,Validation,Test,Normalized
0,0.001,1,0.6112970044614404,0.424,False
1,0.0011497569953977356,1,0.6112970044614404,0.424,False
2,0.0013219411484660286,1,0.6112970044614404,0.424,False
3,0.0015199110829529332,1,0.6112970044614404,0.424,False
4,0.001747528400007683,1,0.6112970044614404,0.424,False
5,0.002009233002565048,1,0.6112970044614404,0.424,False
6,0.0023101297000831605,1,0.6112970044614404,0.424,False
7,0.0026560877829466868,1,0.6112970044614404,0.424,False
8,0.0030538555088334154,1,0.6112970044614404,0.424,False
9,0.003511191734215131,1,0.6112970044614404,0.424,False
10,0.004037017258596553,1,0.6112970044614404,0.424,False
11,0.004641588833612782,1,0.6112970044614404,0.424,False
12,0.005336699231206312,1,0.6112970044614404,0.424,False
13,0.006135907273413176,1,0.6112970044614404,0.424,False
14,0.007054802310718645,1,0.6112970044614404,0.424,False
15,0.008111308307896872,1,0.6112970044614404,0.424,False
16,0.0093260334688322,1,0.6112970044614404,0.424,False
17,0.010722672220103232,1,0.6112970044614404,0.424,False
18,0.012328467394420659,1,0.6112970044614404,0.424,False
19,0.014174741629268055,1,0.6112970044614404,0.424,False
20,0.016297508346206444,1,0.6112970044614404,0.424,False
21,0.01873817422860384,1,0.6112970044614404,0.424,False
22,0.021544346900318846,1,0.6112970044614404,0.424,False
23,0.024770763559917114,1,0.6112970044614404,0.424,False
24,0.02848035868435802,1,0.6112970044614404,0.424,False
25,0.03274549162877728,1,0.6112970044614404,0.424,False
26,0.037649358067924674,1,0.6112970044614404,0.424,False
27,0.04328761281083059,1,0.6112970044614404,0.424,False
28,0.049770235643321115,1,0.6112970044614404,0.424,False
29,0.05722367659350217,1,0.6112970044614404,0.424,False
30,0.06579332246575682,1,0.6112970044614404,0.424,False
31,0.07564633275546291,1,0.6112970044614404,0.424,False
32,0.08697490026177834,1,0.6112970044614404,0.424,False
33,0.1,1,0.6112970044614404,0.424,False
34,0.11497569953977356,1,0.6112970044614404,0.424,False
35,0.13219411484660287,1,0.6112970044614404,0.424,False
36,0.1519911082952933,1,0.6112970044614404,0.424,False
37,0.1747528400007685,1,0.6112970044614404,0.424,False
38,0.2009233002565048,1,0.6112970044614404,0.424,False
39,0.23101297000831605,1,0.6115360101975781,0.424,False
40,0.26560877829466867,1,0.6117750159337157,0.426,False
41,0.30538555088334157,1,0.6129700446144041,0.431,False
42,0.3511191734215131,1,0.6148820905035054,0.439,False
43,0.40370172585965536,1,0.6185468451242829,0.451,False
44,0.4641588833612782,1,0.6306564690885914,0.466,False
45,0.5336699231206312,1,0.6475462077756533,0.488,False
46,0.6135907273413176,1,0.6610898661567878,0.502,False
47,0.7054802310718645,1,0.6698534098151689,0.528,False
48,0.8111308307896873,1,0.6666666666666666,0.559,False
49,0.9326033468832199,1,0.6718451242829828,0.579,False
50,1.072267222010323,1,0.6869024856596558,0.61,False
51,1.232846739442066,1,0.7037125557680051,0.636,False
52,1.4174741629268048,1,0.7202039515615042,0.659,False
53,1.629750834620645,1,0.7273741236456341,0.685,False
54,1.873817422860385,1,0.7401210962396431,0.701,False
55,2.1544346900318843,1,0.7496813256851498,0.714,False
56,2.4770763559917115,1,0.7507966857871256,0.737,False
57,2.848035868435802,1,0.7554971319311663,0.742,False
58,3.2745491628777286,1,0.7637029955385596,0.759,False
59,3.7649358067924674,1,0.7680847673677501,0.771,False
60,4.328761281083062,1,0.7729445506692161,0.781,False
61,4.9770235643321135,1,0.7762906309751434,0.783,False
62,5.72236765935022,1,0.7785213511790949,0.793,False
63,6.5793322465756825,1,0.7837794773741237,0.797,False
64,7.56463327554629,1,0.788559592096877,0.809,False
65,8.697490026177835,1,0.7932600382409177,0.82,False
66,10.0,1,0.7963671128107075,0.821,False
67,11.497569953977356,1,0.7974028043339707,0.823,False
68,13.219411484660288,1,0.7979604843849586,0.825,False
69,15.199110829529332,1,0.7970044614404079,0.829,False
70,17.47528400007683,1,0.7968451242829828,0.829,False
71,20.09233002565046,1,0.7974824729126833,0.833,False
72,23.10129700083158,1,0.7982791586998088,0.835,False
73,26.560877829466893,1,0.797880815806246,0.834,False
74,30.538555088334185,1,0.7980401529636711,0.833,False
75,35.111917342151344,1,0.7981994901210963,0.832,False
76,40.37017258596558,1,0.7981994901210963,0.833,False
77,46.41588833612782,1,0.798597833014659,0.834,False
78,53.366992312063125,1,0.7991555130656469,0.834,False
79,61.35907273413176,1,0.7997131931166348,0.835,False
80,70.54802310718645,1,0.7994741873804971,0.836,False
81,81.11308307896873,1,0.7994741873804971,0.836,False
82,93.26033468832199,1,0.7994741873804971,0.836,False
83,107.22672220103232,1,0.7994741873804971,0.836,False
84,123.28467394420659,1,0.7994741873804971,0.836,False
85,141.74741629268047,1,0.7994741873804971,0.836,False
86,162.97508346206433,1,0.7994741873804971,0.836,False
87,187.3817422860383,1,0.7994741873804971,0.836,False
88,215.44346900318865,1,0.7994741873804971,0.836,False
89,247.7076355991714,1,0.7994741873804971,0.836,False
90,284.8035868435805,1,0.7994741873804971,0.836,False
91,327.4549162877732,1,0.7994741873804971,0.836,False
92,376.49358067924715,1,0.7994741873804971,0.836,False
93,432.87612810830615,1,0.7994741873804971,0.836,False
94,497.7023564332114,1,0.7994741873804971,0.836,False
95,572.236765935022,1,0.7994741873804971,0.836,False
96,657.9332246575682,1,0.7994741873804971,0.836,False
97,756.463327554629,1,0.7994741873804971,0.836,False
98,869.7490026177834,1,0.7994741873804971,0.836,False
99,1000.0,1,0.7994741873804971,0.836,False
100,0.001,2,0.3504620777565328,0.374,False
101,0.0011497569953977356,2,0.3504620777565328,0.374,False
102,0.0013219411484660286,2,0.3504620777565328,0.374,False
103,0.0015199110829529332,2,0.3504620777565328,0.374,False
104,0.001747528400007683,2,0.3504620777565328,0.374,False
105,0.002009233002565048,2,0.3504620777565328,0.374,False
106,0.0023101297000831605,2,0.3504620777565328,0.374,False
107,0.0026560877829466868,2,0.3504620777565328,0.374,False
108,0.0030538555088334154,2,0.3504620777565328,0.374,False
109,0.003511191734215131,2,0.3504620777565328,0.374,False
110,0.004037017258596553,2,0.3504620777565328,0.374,False
111,0.004641588833612782,2,0.3504620777565328,0.374,False
112,0.005336699231206312,2,0.3504620777565328,0.374,False
113,0.006135907273413176,2,0.3504620777565328,0.374,False
114,0.007054802310718645,2,0.3504620777565328,0.374,False
115,0.008111308307896872,2,0.3504620777565328,0.374,False
116,0.0093260334688322,2,0.3504620777565328,0.374,False
117,0.010722672220103232,2,0.3504620777565328,0.374,False
118,0.012328467394420659,2,0.3504620777565328,0.374,False
119,0.014174741629268055,2,0.3504620777565328,0.374,False
120,0.016297508346206444,2,0.3504620777565328,0.374,False
121,0.01873817422860384,2,0.3504620777565328,0.374,False
122,0.021544346900318846,2,0.3504620777565328,0.374,False
123,0.024770763559917114,2,0.3504620777565328,0.374,False
124,0.02848035868435802,2,0.3504620777565328,0.374,False
125,0.03274549162877728,2,0.3504620777565328,0.374,False
126,0.037649358067924674,2,0.3504620777565328,0.374,False
127,0.04328761281083059,2,0.3504620777565328,0.374,False
128,0.049770235643321115,2,0.3504620777565328,0.374,False
129,0.05722367659350217,2,0.3504620777565328,0.374,False
130,0.06579332246575682,2,0.3504620777565328,0.374,False
131,0.07564633275546291,2,0.3504620777565328,0.374,False
132,0.08697490026177834,2,0.3504620777565328,0.374,False
133,0.1,2,0.3504620777565328,0.374,False
134,0.11497569953977356,2,0.3504620777565328,0.374,False
135,0.13219411484660287,2,0.3504620777565328,0.374,False
136,0.1519911082952933,2,0.3504620777565328,0.374,False
137,0.1747528400007685,2,0.3504620777565328,0.374,False
138,0.2009233002565048,2,0.35038240917782026,0.375,False
139,0.23101297000831605,2,0.3504620777565328,0.375,False
140,0.26560877829466867,2,0.3507010834926705,0.376,False
141,0.30538555088334157,2,0.3503027405991077,0.375,False
142,0.3511191734215131,2,0.35253346080305925,0.391,False
143,0.40370172585965536,2,0.35850860420650094,0.42,False
144,0.4641588833612782,2,0.3654397705544933,0.424,False
145,0.5336699231206312,2,0.37125557680050986,0.428,False
146,0.6135907273413176,2,0.3786647546207776,0.431,False
147,0.7054802310718645,2,0.3879859783301466,0.455,False
148,0.8111308307896873,2,0.397068196303378,0.471,False
149,0.9326033468832199,2,0.40623008285532186,0.49,False
150,1.072267222010323,2,0.42136711281070743,0.498,False
151,1.232846739442066,2,0.4397705544933078,0.517,False
152,1.4174741629268048,2,0.4677342256214149,0.54,False
153,1.629750834620645,2,0.5072498406628426,0.585,False
154,1.873817422860385,2,0.541427660930529,0.628,False
155,2.1544346900318843,2,0.5621414913957935,0.654,False
156,2.4770763559917115,2,0.5818992989165074,0.668,False
157,2.848035868435802,2,0.595602294455067,0.683,False
158,3.2745491628777286,2,0.6315328234544296,0.7,False
159,3.7649358067924674,2,0.646351179094965,0.705,False
160,4.328761281083062,2,0.6694550669216062,0.725,False
161,4.9770235643321135,2,0.6920809432759719,0.732,False
162,5.72236765935022,2,0.7088910133843213,0.751,False
163,6.5793322465756825,2,0.7586042065009561,0.769,False
164,7.56463327554629,2,0.7958094327597196,0.787,False
165,8.697490026177835,2,0.801465901848311,0.797,False
166,10.0,2,0.8025812619502868,0.801,False
167,11.497569953977356,2,0.8064053537284895,0.811,False
168,13.219411484660288,2,0.8099904397705545,0.817,False
169,15.199110829529332,2,0.8091140854047164,0.823,False
170,17.47528400007683,2,0.8118228170809433,0.825,False
171,20.09233002565046,2,0.810627788400255,0.834,False
172,23.10129700083158,2,0.8118228170809433,0.837,False
173,26.560877829466893,2,0.8123008285532186,0.839,False
174,30.538555088334185,2,0.8122211599745061,0.841,False
175,35.111917342151344,2,0.8115041427660931,0.844,False
176,40.37017258596558,2,0.8098311026131294,0.839,False
177,46.41588833612782,2,0.8109464627151052,0.839,False
178,53.366992312063125,2,0.8111057998725303,0.839,False
179,61.35907273413176,2,0.812061822817081,0.843,False
180,70.54802310718645,2,0.8123008285532186,0.847,False
181,81.11308307896873,2,0.8137348629700446,0.845,False
182,93.26033468832199,2,0.8156469088591459,0.846,False
183,107.22672220103232,2,0.8169216061185468,0.85,False
184,123.28467394420659,2,0.8158859145952836,0.85,False
185,141.74741629268047,2,0.8146112173358827,0.85,False
186,162.97508346206433,2,0.8139738687061823,0.851,False
187,187.3817422860383,2,0.8127788400254939,0.848,False
188,215.44346900318865,2,0.8117431485022307,0.845,False
189,247.7076355991714,2,0.8100701083492671,0.845,False
190,284.8035868435805,2,0.8095920968769917,0.846,False
191,327.4549162877732,2,0.8087157425111536,0.844,False
192,376.49358067924715,2,0.8074410452517528,0.844,False
193,432.87612810830615,2,0.8064850223072021,0.845,False
194,497.7023564332114,2,0.8066443594646272,0.845,False
195,572.236765935022,2,0.8067240280433398,0.846,False
196,657.9332246575682,2,0.8061663479923518,0.846,False
197,756.463327554629,2,0.8060070108349267,0.846,False
198,869.7490026177834,2,0.8052899936265137,0.847,False
199,1000.0,2,0.8052899936265137,0.847,False
200,0.001,3,0.31891332058636074,0.348,False
201,0.0011497569953977356,3,0.31891332058636074,0.348,False
202,0.0013219411484660286,3,0.31891332058636074,0.348,False
203,0.0015199110829529332,3,0.31891332058636074,0.348,False
204,0.001747528400007683,3,0.31891332058636074,0.348,False
205,0.002009233002565048,3,0.31891332058636074,0.348,False
206,0.0023101297000831605,3,0.31891332058636074,0.348,False
207,0.0026560877829466868,3,0.31891332058636074,0.348,False
208,0.0030538555088334154,3,0.31891332058636074,0.348,False
209,0.003511191734215131,3,0.31891332058636074,0.348,False
210,0.004037017258596553,3,0.31891332058636074,0.348,False
211,0.004641588833612782,3,0.31891332058636074,0.348,False
212,0.005336699231206312,3,0.31891332058636074,0.348,False
213,0.006135907273413176,3,0.31891332058636074,0.348,False
214,0.007054802310718645,3,0.31891332058636074,0.348,False
215,0.008111308307896872,3,0.31891332058636074,0.348,False
216,0.0093260334688322,3,0.31891332058636074,0.348,False
217,0.010722672220103232,3,0.31891332058636074,0.348,False
218,0.012328467394420659,3,0.31891332058636074,0.348,False
219,0.014174741629268055,3,0.31891332058636074,0.348,False
220,0.016297508346206444,3,0.31891332058636074,0.348,False
221,0.01873817422860384,3,0.31891332058636074,0.348,False
222,0.021544346900318846,3,0.31891332058636074,0.348,False
223,0.024770763559917114,3,0.31891332058636074,0.348,False
