,C,K,Validation,Test,Normalized
0,0.001,1,0.746,0.756,False
1,0.0011497569953977356,1,0.746,0.756,False
2,0.0013219411484660286,1,0.746,0.756,False
3,0.0015199110829529332,1,0.746,0.756,False
4,0.001747528400007683,1,0.746,0.756,False
5,0.002009233002565048,1,0.746,0.756,False
6,0.0023101297000831605,1,0.746,0.756,False
7,0.0026560877829466868,1,0.746,0.756,False
8,0.0030538555088334154,1,0.746,0.756,False
9,0.003511191734215131,1,0.746,0.756,False
10,0.004037017258596553,1,0.746,0.756,False
11,0.004641588833612782,1,0.746,0.756,False
12,0.005336699231206312,1,0.746,0.756,False
13,0.006135907273413176,1,0.746,0.756,False
14,0.007054802310718645,1,0.746,0.756,False
15,0.008111308307896872,1,0.746,0.756,False
16,0.0093260334688322,1,0.746,0.756,False
17,0.010722672220103232,1,0.746,0.756,False
18,0.012328467394420659,1,0.746,0.756,False
19,0.014174741629268055,1,0.746,0.756,False
20,0.016297508346206444,1,0.746,0.756,False
21,0.01873817422860384,1,0.746,0.756,False
22,0.021544346900318846,1,0.746,0.756,False
23,0.024770763559917114,1,0.746,0.756,False
24,0.02848035868435802,1,0.746,0.756,False
25,0.03274549162877728,1,0.746,0.756,False
26,0.037649358067924674,1,0.746,0.756,False
27,0.04328761281083059,1,0.746,0.756,False
28,0.049770235643321115,1,0.746,0.756,False
29,0.05722367659350217,1,0.746,0.756,False
30,0.06579332246575682,1,0.746,0.756,False
31,0.07564633275546291,1,0.746,0.756,False
32,0.08697490026177834,1,0.746,0.756,False
33,0.1,1,0.746,0.756,False
34,0.11497569953977356,1,0.746,0.756,False
35,0.13219411484660287,1,0.746,0.756,False
36,0.1519911082952933,1,0.746,0.756,False
37,0.1747528400007685,1,0.746,0.756,False
38,0.2009233002565048,1,0.746,0.756,False
39,0.23101297000831605,1,0.746,0.756,False
40,0.26560877829466867,1,0.746,0.756,False
41,0.30538555088334157,1,0.746,0.756,False
42,0.3511191734215131,1,0.746,0.756,False
43,0.40370172585965536,1,0.746,0.756,False
44,0.4641588833612782,1,0.746,0.756,False
45,0.5336699231206312,1,0.746,0.756,False
46,0.6135907273413176,1,0.746,0.756,False
47,0.7054802310718645,1,0.746,0.756,False
48,0.8111308307896873,1,0.746,0.756,False
49,0.9326033468832199,1,0.744,0.756,False
50,1.072267222010323,1,0.752,0.758,False
51,1.232846739442066,1,0.754,0.77,False
52,1.4174741629268048,1,0.756,0.781,False
53,1.629750834620645,1,0.76,0.783,False
54,1.873817422860385,1,0.764,0.783,False
55,2.1544346900318843,1,0.748,0.779,False
56,2.4770763559917115,1,0.754,0.779,False
57,2.848035868435802,1,0.75,0.781,False
58,3.2745491628777286,1,0.756,0.788,False
59,3.7649358067924674,1,0.75,0.787,False
60,4.328761281083062,1,0.752,0.785,False
61,4.9770235643321135,1,0.752,0.784,False
62,5.72236765935022,1,0.748,0.781,False
63,6.5793322465756825,1,0.756,0.775,False
64,7.56463327554629,1,0.752,0.773,False
65,8.697490026177835,1,0.756,0.773,False
66,10.0,1,0.756,0.771,False
67,11.497569953977356,1,0.754,0.772,False
68,13.219411484660288,1,0.754,0.772,False
69,15.199110829529332,1,0.754,0.772,False
70,17.47528400007683,1,0.754,0.772,False
71,20.09233002565046,1,0.754,0.772,False
72,23.10129700083158,1,0.754,0.772,False
73,26.560877829466893,1,0.754,0.772,False
74,30.538555088334185,1,0.754,0.772,False
75,35.111917342151344,1,0.754,0.772,False
76,40.37017258596558,1,0.754,0.772,False
77,46.41588833612782,1,0.754,0.772,False
78,53.366992312063125,1,0.754,0.772,False
79,61.35907273413176,1,0.754,0.772,False
80,70.54802310718645,1,0.754,0.772,False
81,81.11308307896873,1,0.754,0.772,False
82,93.26033468832199,1,0.754,0.772,False
83,107.22672220103232,1,0.754,0.772,False
84,123.28467394420659,1,0.754,0.772,False
85,141.74741629268047,1,0.754,0.772,False
86,162.97508346206433,1,0.754,0.772,False
87,187.3817422860383,1,0.754,0.772,False
88,215.44346900318865,1,0.754,0.772,False
89,247.7076355991714,1,0.754,0.772,False
90,284.8035868435805,1,0.754,0.772,False
91,327.4549162877732,1,0.754,0.772,False
92,376.49358067924715,1,0.754,0.772,False
93,432.87612810830615,1,0.754,0.772,False
94,497.7023564332114,1,0.754,0.772,False
95,572.236765935022,1,0.754,0.772,False
96,657.9332246575682,1,0.754,0.772,False
97,756.463327554629,1,0.754,0.772,False
98,869.7490026177834,1,0.754,0.772,False
99,1000.0,1,0.754,0.772,False
100,0.001,2,0.78,0.788,False
101,0.0011497569953977356,2,0.78,0.788,False
102,0.0013219411484660286,2,0.78,0.788,False
103,0.0015199110829529332,2,0.78,0.788,False
104,0.001747528400007683,2,0.78,0.788,False
105,0.002009233002565048,2,0.78,0.788,False
106,0.0023101297000831605,2,0.78,0.788,False
107,0.0026560877829466868,2,0.78,0.788,False
108,0.0030538555088334154,2,0.78,0.788,False
109,0.003511191734215131,2,0.78,0.788,False
110,0.004037017258596553,2,0.78,0.788,False
111,0.004641588833612782,2,0.78,0.788,False
112,0.005336699231206312,2,0.78,0.788,False
113,0.006135907273413176,2,0.78,0.788,False
114,0.007054802310718645,2,0.78,0.788,False
115,0.008111308307896872,2,0.78,0.788,False
116,0.0093260334688322,2,0.78,0.788,False
117,0.010722672220103232,2,0.78,0.788,False
118,0.012328467394420659,2,0.78,0.788,False
119,0.014174741629268055,2,0.78,0.788,False
120,0.016297508346206444,2,0.78,0.788,False
121,0.01873817422860384,2,0.78,0.788,False
122,0.021544346900318846,2,0.78,0.788,False
123,0.024770763559917114,2,0.78,0.788,False
124,0.02848035868435802,2,0.78,0.788,False
125,0.03274549162877728,2,0.78,0.788,False
126,0.037649358067924674,2,0.78,0.788,False
127,0.04328761281083059,2,0.78,0.788,False
128,0.049770235643321115,2,0.78,0.788,False
129,0.05722367659350217,2,0.78,0.788,False
130,0.06579332246575682,2,0.78,0.788,False
131,0.07564633275546291,2,0.78,0.788,False
132,0.08697490026177834,2,0.78,0.788,False
133,0.1,2,0.78,0.788,False
134,0.11497569953977356,2,0.78,0.788,False
135,0.13219411484660287,2,0.78,0.788,False
136,0.1519911082952933,2,0.78,0.788,False
137,0.1747528400007685,2,0.78,0.788,False
138,0.2009233002565048,2,0.78,0.788,False
139,0.23101297000831605,2,0.78,0.788,False
140,0.26560877829466867,2,0.78,0.788,False
141,0.30538555088334157,2,0.78,0.788,False
142,0.3511191734215131,2,0.78,0.788,False
143,0.40370172585965536,2,0.78,0.788,False
144,0.4641588833612782,2,0.78,0.788,False
145,0.5336699231206312,2,0.78,0.788,False
146,0.6135907273413176,2,0.78,0.788,False
147,0.7054802310718645,2,0.78,0.788,False
148,0.8111308307896873,2,0.78,0.788,False
149,0.9326033468832199,2,0.78,0.791,False
150,1.072267222010323,2,0.778,0.791,False
151,1.232846739442066,2,0.78,0.795,False
152,1.4174741629268048,2,0.786,0.794,False
153,1.629750834620645,2,0.774,0.798,False
154,1.873817422860385,2,0.778,0.803,False
155,2.1544346900318843,2,0.792,0.81,False
156,2.4770763559917115,2,0.792,0.814,False
157,2.848035868435802,2,0.792,0.816,False
158,3.2745491628777286,2,0.792,0.823,False
159,3.7649358067924674,2,0.79,0.827,False
160,4.328761281083062,2,0.792,0.824,False
161,4.9770235643321135,2,0.794,0.824,False
162,5.72236765935022,2,0.79,0.82,False
163,6.5793322465756825,2,0.79,0.821,False
164,7.56463327554629,2,0.782,0.821,False
165,8.697490026177835,2,0.788,0.815,False
166,10.0,2,0.788,0.81,False
167,11.497569953977356,2,0.788,0.816,False
168,13.219411484660288,2,0.786,0.816,False
169,15.199110829529332,2,0.784,0.813,False
170,17.47528400007683,2,0.784,0.817,False
171,20.09233002565046,2,0.792,0.818,False
172,23.10129700083158,2,0.794,0.817,False
173,26.560877829466893,2,0.792,0.813,False
174,30.538555088334185,2,0.788,0.813,False
175,35.111917342151344,2,0.79,0.818,False
176,40.37017258596558,2,0.79,0.813,False
177,46.41588833612782,2,0.786,0.81,False
178,53.366992312063125,2,0.788,0.807,False
179,61.35907273413176,2,0.786,0.804,False
180,70.54802310718645,2,0.784,0.805,False
181,81.11308307896873,2,0.784,0.805,False
182,93.26033468832199,2,0.784,0.805,False
183,107.22672220103232,2,0.784,0.805,False
184,123.28467394420659,2,0.784,0.805,False
185,141.74741629268047,2,0.784,0.805,False
186,162.97508346206433,2,0.784,0.805,False
187,187.3817422860383,2,0.784,0.805,False
188,215.44346900318865,2,0.784,0.805,False
189,247.7076355991714,2,0.784,0.805,False
190,284.8035868435805,2,0.784,0.805,False
191,327.4549162877732,2,0.784,0.805,False
192,376.49358067924715,2,0.784,0.805,False
193,432.87612810830615,2,0.784,0.805,False
194,497.7023564332114,2,0.784,0.805,False
195,572.236765935022,2,0.784,0.805,False
196,657.9332246575682,2,0.784,0.805,False
197,756.463327554629,2,0.784,0.805,False
198,869.7490026177834,2,0.784,0.805,False
199,1000.0,2,0.784,0.805,False
200,0.001,3,0.748,0.784,False
201,0.0011497569953977356,3,0.748,0.784,False
202,0.0013219411484660286,3,0.748,0.784,False
203,0.0015199110829529332,3,0.748,0.784,False
204,0.001747528400007683,3,0.748,0.784,False
205,0.002009233002565048,3,0.748,0.784,False
206,0.0023101297000831605,3,0.748,0.784,False
207,0.0026560877829466868,3,0.748,0.784,False
208,0.0030538555088334154,3,0.748,0.784,False
209,0.003511191734215131,3,0.748,0.784,False
210,0.004037017258596553,3,0.748,0.784,False
211,0.004641588833612782,3,0.748,0.784,False
212,0.005336699231206312,3,0.748,0.784,False
213,0.006135907273413176,3,0.748,0.784,False
214,0.007054802310718645,3,0.748,0.784,False
215,0.008111308307896872,3,0.748,0.784,False
216,0.0093260334688322,3,0.748,0.784,False
217,0.010722672220103232,3,0.748,0.784,False
218,0.012328467394420659,3,0.748,0.784,False
219,0.014174741629268055,3,0.748,0.784,False
220,0.016297508346206444,3,0.748,0.784,False
221,0.01873817422860384,3,0.748,0.784,False
222,0.021544346900318846,3,0.748,0.784,False
223,0.024770763559917114,3,0.748,0.784,False
224,0.02848035868435802,3,0.748,0.784,False
225,0.03274549162877728,3,0.748,0.784,False
226,0.037649358067924674,3,0.748,0.784,False
227,0.04328761281083059,3,0.748,0.784,False
228,0.049770235643321115,3,0.748,0.784,False
229,0.05722367659350217,3,0.748,0.784,False
230,0.06579332246575682,3,0.748,0.784,False
231,0.07564633275546291,3,0.748,0.784,False
232,0.08697490026177834,3,0.748,0.784,False
233,0.1,3,0.748,0.784,False
234,0.11497569953977356,3,0.748,0.784,False
235,0.13219411484660287,3,0.748,0.784,False
236,0.1519911082952933,3,0.748,0.784,False
237,0.1747528400007685,3,0.748,0.784,False
238,0.2009233002565048,3,0.748,0.784,False
239,0.23101297000831605,3,0.748,0.784,False
240,0.26560877829466867,3,0.748,0.784,False
241,0.30538555088334157,3,0.748,0.784,False
242,0.3511191734215131,3,0.748,0.784,False
243,0.40370172585965536,3,0.748,0.784,False
244,0.4641588833612782,3,0.748,0.784,False
245,0.5336699231206312,3,0.748,0.784,False
246,0.6135907273413176,3,0.748,0.784,False
247,0.7054802310718645,3,0.748,0.784,False
248,0.8111308307896873,3,0.75,0.784,False
249,0.9326033468832199,3,0.752,0.784,False
250,1.072267222010323,3,0.75,0.785,False
251,1.232846739442066,3,0.756,0.79,False
252,1.4174741629268048,3,0.772,0.794,False
253,1.629750834620645,3,0.772,0.798,False
254,1.873817422860385,3,0.768,0.795,False
255,2.1544346900318843,3,0.768,0.795,False
256,2.4770763559917115,3,0.77,0.797,False
257,2.848035868435802,3,0.778,0.804,False
258,3.2745491628777286,3,0.782,0.808,False
259,3.7649358067924674,3,0.784,0.814,False
260,4.328761281083062,3,0.786,0.815,False
261,4.9770235643321135,3,0.782,0.814,False
